# Онтология аттракторов человеческого организма с количественными оценками
1.	Точечные аттракторы (всего: 4000-5000)
1.3.1.1.2.3.3.	Регуляторные гликопротеины (7-8)
1.3.1.1.2.3.3.1.	Тромбоспондиновые комплексы (2-3)
1.3.1.1.2.3.3.2.	Тенасциновые структуры (2-3)
1.3.1.1.2.3.3.3.	Остеопонтиновые ассоциаты (3-2)
1.3.1.2.	Тканевые архитектурные аттракторы (200-250)
1.3.1.2.1.	Эпителиальная организация (100-120)
1.3.1.2.1.1.	Апикально-базальная полярность (35-40)
1.3.1.2.1.1.1.	Апикальный комплекс полярности (12-14)
1.3.1.2.1.1.1.1.	PAR-комплексы (4-5)
1.3.1.2.1.1.1.2.	Crumbs-комплексы (4-5)
1.3.1.2.1.1.1.3.	Цитоскелетные якоря (4-4)
1.3.1.2.1.1.2.	Базолатеральный домен (12-13)
1.3.1.2.1.1.2.1.	Scribble-комплексы (4-5)
1.3.1.2.1.1.2.2.	Lgl/Dlg-комплексы (4-4)
1.3.1.2.1.1.2.3.	Базальные адгезионные структуры (4-4)
1.3.1.2.1.1.3.	Регуляторные механизмы (11-13)
1.3.1.2.1.1.3.1.	Киназные каскады (4-5)
1.3.1.2.1.1.3.2.	ГТФазные регуляторы (3-4)
1.3.1.2.1.1.3.3.	Фосфатазные комплексы (4-4)
1.3.1.2.1.2.	Барьерная функция (35-40)
1.3.1.2.1.2.1.	Плотные контакты (12-14)
1.3.1.2.1.2.1.1.	Клаудиновые комплексы (4-5)
1.3.1.2.1.2.1.2.	Окклюдиновые структуры (4-5)
1.3.1.2.1.2.1.3.	JAM-белковые ассоциаты (4-4)
1.3.1.2.1.2.2.	Адаптерные платформы (12-13)
1.3.1.2.1.2.2.1.	ZO-белковые комплексы (4-5)
1.3.1.2.1.2.2.2.	Цингулиновые структуры (4-4)
1.3.1.2.1.2.2.3.	Мультибелковые скаффолды (4-4)
1.3.1.2.1.2.3.	Регуляторные системы (11-13)
1.3.1.2.1.2.3.1.	Межклеточная адгезия (4-5)
1.3.1.2.1.2.3.2.	Цитоскелетная регуляция (3-4)
1.3.1.2.1.2.3.3.	Сигнальные каскады (4-4)
1.3.1.2.1.3.	Складчатость эпителия (30-40)
1.3.1.2.1.3.1.	Механические детерминанты (10-13)
1.3.1.2.1.3.1.1.	Актомиозиновые сократительные элементы (3-4)
1.3.1.2.1.3.1.2.	Цитоскелетные опорные структуры (4-5)
1.3.1.2.1.3.1.3.	Матриксные якорные комплексы (3-4)
1.3.1.2.1.3.2.	Морфогенетические факторы (10-14)
1.3.1.2.1.3.2.1.	Факторы роста и морфогены (3-5)
1.3.1.2.1.3.2.2.	Адгезионные модуляторы (4-5)
1.3.1.2.1.3.2.3.	Внеклеточные регуляторы (3-4)
1.3.1.2.1.3.3.	Архитектурные компоненты (10-13)
1.3.1.2.1.3.3.1.	Базальные мембранные структуры (3-4)
1.3.1.2.1.3.3.2.	Межклеточные соединения (4-5)
1.3.1.2.1.3.3.3.	Апикальные специализации (3-4)
1.3.1.2.2.	Соединительнотканные структуры (100-130)
1.3.1.2.2.1.	Фибробластные сети (35-45)
1.3.1.2.2.1.1.	Межклеточные коммуникации (12-15)
1.3.1.2.2.1.1.1.	Коннексиновые каналы (4-5)
1.3.1.2.2.1.1.2.	Паракринные сигнальные узлы (4-5)
1.3.1.2.2.1.1.3.	Механосенсорные комплексы (4-5)
1.3.1.2.2.1.2.	Матриксная организация (12-15)
1.3.1.2.2.1.2.1.	Секреторные платформы (4-5)
1.3.1.2.2.1.2.2.	Ферментные комплексы ремоделирования (4-5)
1.3.1.2.2.1.2.3.	Структурные направляющие элементы (4-5)
1.3.1.2.2.1.3.	Пространственная координация (11-15)
1.3.1.2.2.1.3.1.	Миграционные траектории (4-5)
1.3.1.2.2.1.3.2.	Топографические маркеры (3-5)
1.3.1.2.2.1.3.3.	Тканевые градиенты (4-5)
1.3.1.2.2.2.	Васкулярные элементы (35-45)
1.3.1.2.2.2.1.	Эндотелиальные компоненты (12-15)
1.3.1.2.2.2.1.1.	Межклеточные соединения эндотелия (4-5)
1.3.1.2.2.2.1.2.	Базальная мембрана эндотелия (4-5)
1.3.1.2.2.2.1.3.	Люминальные специализации (4-5)
1.3.1.2.2.2.2.	Периваскулярные структуры (12-15)
1.3.1.2.2.2.2.1.	Перицитарные комплексы (4-5)
1.3.1.2.2.2.2.2.	Гладкомышечные элементы (4-5)
1.3.1.2.2.2.2.3.	Адвентициальные компоненты (4-5)
1.3.1.2.2.2.3.	Регуляторные механизмы (11-15)
1.3.1.2.2.2.3.1.	Ангиогенные факторы и рецепторы (4-5)
1.3.1.2.2.2.3.2.	Вазомоторные регуляторы (3-5)
1.3.1.2.2.2.3.3.	Гемодинамические сенсоры (4-5)
1.3.1.2.2.3.	Матриксная архитектура (30-40)
1.3.1.2.2.3.1.	Структурные каркасы (10-14)
1.3.1.2.2.3.1.1.	Коллагеновые волокнистые сети (3-5)
1.3.1.2.2.3.1.2.	Эластические компоненты (3-4)
1.3.1.2.2.3.1.3.	Ретикулярные элементы (4-5)
1.3.1.2.2.3.2.	Гидратированные домены (10-13)
1.3.1.2.2.3.2.1.	Протеогликановые комплексы (3-4)
1.3.1.2.2.3.2.2.	Гиалуроновые структуры (4-5)
1.3.1.2.2.3.2.3.	Интерстициальные компоненты (3-4)
1.3.1.2.2.3.3.	Функциональные интерфейсы (10-13)
1.3.1.2.2.3.3.1.	Клеточно-матриксные контакты (3-4)
1.3.1.2.2.3.3.2.	Молекулярные депо факторов роста (4-5)
1.3.1.2.2.3.3.3.	Механотрансдукционные элементы (3-4)
1.3.2.	Функциональные аттракторы (400-500)
1.3.2.1.	Секреторные аттракторы (200-250)
1.3.2.1.1.	Эндокринные (120-150)
1.3.2.1.1.1.	Регулируемая секреция (40-50)
1.3.2.1.1.1.1.	По типу регуляторного стимула (15-18)
1.3.2.1.1.1.1.1.	Гормон-зависимая (5-6)
1.3.2.1.1.1.1.2.	Нейромедиатор-зависимая (5-6)
1.3.2.1.1.1.1.3.	Метаболит-зависимая (5-6)
1.3.2.1.1.1.2.	По механизму секреции (13-16)
1.3.2.1.1.1.2.1.	Кальций-зависимая (4-5)
1.3.2.1.1.1.2.2.	цАМФ-зависимая (4-5)
1.3.2.1.1.1.2.3.	Протеинкиназа-зависимая (5-6)
1.3.2.1.1.1.3.	По скорости ответа (12-16)
1.3.2.1.1.1.3.1.	Быстрая (секунды-минуты) (4-5)
1.3.2.1.1.1.3.2.	Промежуточная (минуты-часы) (4-5)
1.3.2.1.1.1.3.3.	Медленная (часы-дни) (4-6)
1.3.2.1.1.2.	Конститутивная секреция (40-50)
1.3.2.1.1.2.1.	По субклеточному маршруту транспорта (15-18)
1.3.2.1.1.2.1.1.	Прямой путь через аппарат Гольджи (5-6)
1.3.2.1.1.2.1.2.	Транс-цистернальный путь (5-6)
1.3.2.1.1.2.1.3.	Везикулярный транспорт (5-6)
1.3.2.1.1.2.2.	По типу секретируемых молекул (13-16)
1.3.2.1.1.2.2.1.	Белки внеклеточного матрикса (4-5)
1.3.2.1.1.2.2.2.	Мембранные белки (4-5)
1.3.2.1.1.2.2.3.	Растворимые белки плазмы (5-6)
1.3.2.1.1.2.3.	По механизму сортировки (12-16)
1.3.2.1.1.2.3.1.	Сигнал-зависимая (4-5)
1.3.2.1.1.2.3.2.	Рецептор-опосредованная (4-5)
1.3.2.1.1.2.3.3.	Агрегат-зависимая (4-6)
1.3.2.1.1.3.	Автокринная регуляция (40-50)
1.3.2.1.1.3.1.	По типу сигнальных молекул (14-17)
1.3.2.1.1.3.1.1.	Факторы роста (5-6)
1.3.2.1.1.3.1.2.	Цитокины (4-5)
1.3.2.1.1.3.1.3.	Медиаторы воспаления (5-6)
1.3.2.1.1.3.2.	По механизму рецепции (13-16)
1.3.2.1.1.3.2.1.	Рецепторные тирозинкиназы (4-5)
1.3.2.1.1.3.2.2.	G-белок связанные рецепторы (4-5)
1.3.2.1.1.3.2.3.	Цитокиновые рецепторы (5-6)
1.3.2.1.1.3.3.	По физиологическим эффектам (13-17)
1.3.2.1.1.3.3.1.	Пролиферативные (4-5)
1.3.2.1.1.3.3.2.	Дифференцировочные (4-6)
1.3.2.1.1.3.3.3.	Функционально-метаболические (5-6)
1.3.2.1.2.	Экзокринные (80-100)
1.3.2.1.2.1.	Мерокринная секреция (30-35)
1.3.2.1.2.1.1.	По механизму высвобождения (10-12)
1.3.2.1.2.1.1.1.	Простая диффузия (3-4)
1.3.2.1.2.1.1.2.	Облегченная диффузия (3-4)
1.3.2.1.2.1.1.3.	Активный транспорт (4-4)
1.3.2.1.2.1.2.	По типу секретируемого продукта (10-11)
1.3.2.1.2.1.2.1.	Водорастворимые молекулы (3-4)
1.3.2.1.2.1.2.2.	Электролиты (3-3)
1.3.2.1.2.1.2.3.	Гликопротеины (4-4)
1.3.2.1.2.1.3.	По регуляции процесса (10-12)
1.3.2.1.2.1.3.1.	Нервная регуляция (3-4)
1.3.2.1.2.1.3.2.	Гормональная регуляция (3-4)
1.3.2.1.2.1.3.3.	Местная регуляция (4-4)
1.3.2.1.2.2.	Апокринная секреция (25-35)
1.3.2.1.2.2.1.	По содержимому секреторной везикулы (8-12)
1.3.2.1.2.2.1.1.	Белково-липидные комплексы (3-4)
1.3.2.1.2.2.1.2.	Ферменты и биоактивные вещества (2-4)
1.3.2.1.2.2.1.3.	Гормоны и феромоны (3-4)
1.3.2.1.2.2.2.	По механизму формирования секрета (8-11)
1.3.2.1.2.2.2.1.	Конденсация в апикальной части (3-4)
1.3.2.1.2.2.2.2.	Везикулярный транспорт (2-3)
1.3.2.1.2.2.2.3.	Мембранное отпочковывание (3-4)
1.3.2.1.2.2.3.	По клеточной специализации (9-12)
1.3.2.1.2.2.3.1.	Железы кожи (3-4)
1.3.2.1.2.2.3.2.	Молочные железы (3-4)
1.3.2.1.2.2.3.3.	Специализированные экзокринные железы (3-4)
1.3.2.1.2.3.	Голокринная секреция (25-30)
1.3.2.1.2.3.1.	По стадиям клеточной трансформации (8-10)
1.3.2.1.2.3.1.1.	Накопление секреторных продуктов (2-3)
1.3.2.1.2.3.1.2.	Клеточная дегенерация (3-3)
1.3.2.1.2.3.1.3.	Лизис и высвобождение содержимого (3-4)
1.3.2.1.2.3.2.	По компонентам секрета (8-10)
1.3.2.1.2.3.2.1.	Липидные компоненты (3-3)
1.3.2.1.2.3.2.2.	Ферментные комплексы (2-3)
1.3.2.1.2.3.2.3.	Структурные компоненты клетки (3-4)
1.3.2.1.2.3.3.	По типам регенерации (9-10)
1.3.2.1.2.3.3.1.	Базальная пролиферация (3-3)
1.3.2.1.2.3.3.2.	Стволовая дифференцировка (3-3)
1.3.2.1.2.3.3.3.	Клеточное замещение (3-4)
1.3.2.2.	Контрактильные аттракторы (200-250)
1.3.2.2.1.	Мышечные (150-180)
1.3.2.2.1.1.	Саркомерные структуры (50-60)
1.3.2.2.1.1.1.	По структурным белкам (16-20)
1.3.2.2.1.1.1.1.	Миозиновые компоненты (5-6)
1.3.2.2.1.1.1.2.	Актиновые компоненты (6-7)
1.3.2.2.1.1.1.3.	Регуляторные белки (5-7)
1.3.2.2.1.1.2.	По функциональным зонам (17-20)
1.3.2.2.1.1.2.1.	Z-линии и прилегающие структуры (6-7)
1.3.2.2.1.1.2.2.	А-диск и его компоненты (6-7)
1.3.2.2.1.1.2.3.	I-диск и его элементы (5-6)
1.3.2.2.1.1.3.	По регуляторным комплексам (17-20)
1.3.2.2.1.1.3.1.	Тропомиозин-тропониновая система (6-7)
1.3.2.2.1.1.3.2.	Титин-связанные комплексы (5-6)
1.3.2.2.1.1.3.3.	Цитоскелетные взаимодействия (6-7)
1.3.2.2.1.2.	Электромеханическое сопряжение (50-60)
1.3.2.2.1.2.1.	По механизмам инициации (16-20)
1.3.2.2.1.2.1.1.	Потенциал-зависимая активация (5-7)
1.3.2.2.1.2.1.2.	Кальциевая сигнализация (6-7)
1.3.2.2.1.2.1.3.	Рецептор-опосредованная регуляция (5-6)
1.3.2.2.1.2.2.	По молекулярным компонентам (17-20)
1.3.2.2.1.2.2.1.	Ионные каналы и транспортеры (6-7)
1.3.2.2.1.2.2.2.	Регуляторные белки и ферменты (5-6)
1.3.2.2.1.2.2.3.	Сигнальные комплексы (6-7)
1.3.2.2.1.2.3.	По функциональным состояниям (17-20)
1.3.2.2.1.2.3.1.	Состояния покоя и готовности (5-6)
1.3.2.2.1.2.3.2.	Фазы активации и сокращения (6-7)
1.3.2.2.1.2.3.3.	Механизмы релаксации (6-7)
1.3.2.2.1.3.	Метаболическое обеспечение (50-60)
1.3.2.2.1.3.1.	По энергетическим субстратам (16-20)
1.3.2.2.1.3.1.1.	Углеводный метаболизм (5-7)
1.3.2.2.1.3.1.2.	Липидный метаболизм (5-6)
1.3.2.2.1.3.1.3.	Аминокислотный метаболизм (6-7)
1.3.2.2.1.3.2.	По путям энергообразования (17-20)
1.3.2.2.1.3.2.1.	Аэробное окисление (6-7)
1.3.2.2.1.3.2.2.	Анаэробный гликолиз (5-6)
1.3.2.2.1.3.2.3.	Креатинфосфатный механизм (6-7)
1.3.2.2.1.3.3.	По регуляторным механизмам (17-20)
1.3.2.2.1.3.3.1.	Ферментативная регуляция (6-7)
1.3.2.2.1.3.3.2.	Гормональный контроль (5-6)
1.3.2.2.1.3.3.3.	Нейрогенная регуляция (6-7)
1.3.2.2.2.	Немышечные (50-70)
1.3.2.2.2.1.	Цитоскелетная контрактильность (20-25)
1.3.2.2.2.1.1.	По структурным компонентам (6-8)
1.3.2.2.2.1.1.1.	Актиновые филаменты (2-3)
1.3.2.2.2.1.1.2.	Промежуточные филаменты (2-2)
1.3.2.2.2.1.1.3.	Регуляторные белки (2-3)
1.3.2.2.2.1.2.	По механизмам активации (7-8)
1.3.2.2.2.1.2.1.	Кальций-зависимые (2-3)
1.3.2.2.2.1.2.2.	Фосфорилирование-зависимые (2-2)
1.3.2.2.2.1.2.3.	ГТФ-зависимые (3-3)
1.3.2.2.2.1.3.	По клеточным процессам (7-9)
1.3.2.2.2.1.3.1.	Изменение формы клетки (2-3)
1.3.2.2.2.1.3.2.	Внутриклеточный транспорт (2-3)
1.3.2.2.2.1.3.3.	Клеточное деление (3-3)
1.3.2.2.2.2.	Клеточная подвижность (15-25)
1.3.2.2.2.2.1.	По типу движения (5-8)
1.3.2.2.2.2.1.1.	Амебоидное движение (2-3)
1.3.2.2.2.2.1.2.	Реснично-жгутиковое движение (1-2)
1.3.2.2.2.2.1.3.	Скользящее движение (2-3)
1.3.2.2.2.2.2.	По молекулярным механизмам (5-8)
1.3.2.2.2.2.2.1.	Актин-зависимая подвижность (2-3)
1.3.2.2.2.2.2.2.	Тубулин-зависимая подвижность (1-2)
1.3.2.2.2.2.2.3.	Смешанные механизмы (2-3)
1.3.2.2.2.2.3.	По регуляторным путям (5-9)
1.3.2.2.2.2.3.1.	Хемотаксис (2-3)
1.3.2.2.2.2.3.2.	Механотаксис (1-3)
1.3.2.2.2.2.3.3.	Контактная регуляция (2-3)
1.3.2.2.2.3.	Тканевая механика (15-20)
1.3.2.2.2.3.1.	По механическим свойствам тканей (5-7)
1.3.2.2.2.3.1.1.	Эластические свойства (2-2)
1.3.2.2.2.3.1.2.	Вязкостные характеристики (1-2)
1.3.2.2.2.3.1.3.	Прочностные параметры (2-3)
1.3.2.2.2.3.2.	По структурной организации (5-6)
